id,duration,intensity,cog,sdev,skew,kurt,Segment,Vowel,Variety,Stress,Voice,Position
1,0.0603982026,32.671794093,757.6052357163,1104.704765414,13.8350139746,210.5236313294,d,a,CG,Unstressed,Voiced,Middle
2,0.0456561608,38.906220188,732.582944998,1065.089424283,12.6544651315,186.8563926185,d,a,CG,Unstressed,Voiced,Middle
3,0.0509072031,47.2093040092,647.6967276238,1627.3577674449,7.647965524,61.6153152629,d,a,CG,Unstressed,Voiced,Middle
4,0.0510486357,41.7039700326,1017.1793534394,2318.7979067392,5.5703668294,33.783924629,d,a,CG,Unstressed,Voiced,Middle
5,0.0284077094,44.3456090152,1132.5249424205,848.894792647,7.1054948172,108.4539103584,d,a,CG,Unstressed,Voiced,Middle
6,0.0342909911,47.4388862838,1000.1171837434,553.1876206235,19.0740505719,507.0782460227,d,a,CG,Unstressed,Voiced,Middle
7,0.0614541537,29.3806818193,1741.2982770825,3326.4619735321,3.0493816399,8.7935025332,d,a,CG,Unstressed,Voiced,Middle
8,0.0503776667,27.4538969365,3631.9197287033,5132.5635308964,1.6685636253,1.5133697249,d,a,CG,Unstressed,Voiced,Middle
9,0.0479302801,43.8836123405,962.042753157,792.9714271092,14.1342278371,293.1207979385,d,a,CG,Unstressed,Voiced,Middle
10,0.0480787732,39.2913046962,894.5676869571,992.4633388587,15.8400021558,283.2651903142,d,a,CG,Unstressed,Voiced,Middle
11,0.0416036649,44.8203575874,529.833224551,446.9851522584,27.8440274604,1012.4117663742,d,a,CG,Unstressed,Voiced,Middle
12,0.0301925166,45.4702219468,555.902641562,825.6167791587,17.0669902407,344.6095692323,d,a,CG,Unstressed,Voiced,Middle
13,0.0415780743,27.5066886403,1652.1508432423,3523.464177216,4.7806042707,21.7607307,d,a,CG,Unstressed,Voiced,Middle
14,0.0457853794,24.6475734972,1765.8644147049,2764.2548892556,6.1931368441,37.5920014567,d,a,CG,Unstressed,Voiced,Middle
15,0.0646770044,36.6787887763,936.5827419493,1201.7227734168,10.292313413,133.2749534902,d,a,CG,Unstressed,Voiced,Middle
16,0.0638850411,37.8533622392,662.7511129804,1103.0552749689,10.7755756827,148.959880496,d,a,CG,Unstressed,Voiced,Middle
17,0.0509639083,46.0277489562,588.4382179394,754.4012211287,16.5290684628,342.8356174678,d,a,CG,Unstressed,Voiced,Middle
18,0.0472263127,55.4720125011,574.7290065304,228.6976238565,28.1006589473,1905.1364818131,d,a,CG,Unstressed,Voiced,Middle
19,0.0424900218,33.5798867972,790.1323664201,1354.8753117025,7.9312123279,73.8277532113,d,a,CG,Unstressed,Voiced,Middle
20,0.0576655214,49.8828080246,711.0884319135,366.5937474452,22.2584980796,828.6954214985,d,a,CG,Unstressed,Voiced,Middle
21,0.0791578338,40.8278213803,770.6767604924,1108.784169535,9.3008436417,99.9742026399,d,a,CG,Unstressed,Voiced,Middle
22,0.0620164185,52.6998733092,912.3562217991,1127.1806673037,9.1177003233,115.1949044852,d,a,CG,Unstressed,Voiced,Middle
23,0.0540899948,43.2422378823,627.6073868245,679.4899514393,20.5108521447,487.8397886807,d,a,CG,Unstressed,Voiced,Middle
24,0.038085736,36.6076963602,566.1048708617,648.2526879005,20.832095199,500.5126615116,d,a,CG,Unstressed,Voiced,Middle
25,0.0470063229,44.0264550151,854.8010309552,937.4607399334,14.1579175141,258.1245073868,d,a,CG,Unstressed,Voiced,Middle
26,0.0501367442,49.689926451,797.0757659795,869.1731813327,13.3444381106,240.9230603494,d,a,CG,Unstressed,Voiced,Middle
27,0.0329989748,31.8736616058,874.1471261457,1755.7116604789,8.5390216297,83.435559115,d,a,CG,Unstressed,Voiced,Middle
28,0.0465828425,31.0749931111,624.32988706,1032.8316404273,17.4346488177,322.9195069083,d,a,CG,Unstressed,Voiced,Middle
29,0.0533585287,25.0549047138,1660.7966416593,3817.0095036002,4.1290664761,16.4931618053,d,a,CG,Unstressed,Voiced,Middle
30,0.0762264695,33.4676823579,2898.1296286456,4408.706270136,1.9157013336,2.3215688335,d,a,CG,Unstressed,Voiced,Middle
31,0.0590892632,30.6114394067,688.4820578868,1074.3074006893,13.1181883879,205.9161915578,d,a,CG,Unstressed,Voiced,Middle
32,0.0734600977,28.0357425307,1068.7100617369,2381.9181877394,6.5867923764,46.0314479454,d,a,CG,Unstressed,Voiced,Middle
33,0.046032868,40.7159487627,935.6433013993,1733.0193354411,9.6043298287,100.3948756361,d,a,CG,Unstressed,Voiced,Middle
34,0.0369362893,48.8140999458,623.0435845072,340.853933331,25.5261610704,1163.3528626736,d,a,CG,Unstressed,Voiced,Middle
35,0.0388062027,35.9672952688,740.3913067067,956.8892381508,17.0328166661,323.7191535421,d,a,CG,Unstressed,Voiced,Middle
36,0.0687193172,37.0310437038,883.2373392871,1132.1368765077,12.7010970175,178.5823606767,d,a,CG,Unstressed,Voiced,Middle
37,0.0585282892,39.8145826985,584.5394591293,508.5016438552,29.9346780968,1060.5547620255,d,a,CG,Unstressed,Voiced,Middle
38,0.0551844441,42.179499401,681.2891458815,778.3903993643,16.3111089848,336.0836599697,d,a,CG,Unstressed,Voiced,Middle
39,0.0483292922,46.657029973,1208.7783140731,1971.6600125227,5.025022245,27.1573395391,d,a,CG,Unstressed,Voiced,Middle
40,0.0286373607,51.7772994697,494.5862991022,483.2590322821,23.7520122977,750.9100029637,d,a,CG,Unstressed,Voiced,Middle
41,0.0446469322,26.9290509897,1198.6554071539,2380.2042547514,5.8372485746,36.9702946557,d,a,CG,Unstressed,Voiced,Middle
42,0.0573714721,26.2047667441,1113.9809614499,1921.0020968209,7.3639047526,61.5169938891,d,a,CG,Unstressed,Voiced,Middle
43,0.0480677737,42.1480203973,2420.2733874367,4890.0638203817,2.2156874522,3.168311972,d,a,CG,Unstressed,Voiced,Middle
44,0.0408576077,33.7797124782,5300.2184852943,5911.6808371542,0.8381680454,-0.9811604768,d,a,CG,Unstressed,Voiced,Middle
45,0.0528140539,34.2840331788,1065.6194473933,1486.4134793276,8.9356826637,101.3213558808,d,a,CG,Unstressed,Voiced,Middle
46,0.0448779215,42.9236717956,1189.7241057416,1432.3516999963,9.1397066127,101.7155382058,d,a,CG,Unstressed,Voiced,Middle
47,0.0653204746,32.0697825798,1264.8072363239,2992.7018671831,4.0337507224,16.21100299,d,a,CG,Unstressed,Voiced,Middle
48,0.0590782638,32.3185124521,1741.4045184017,3605.7648623277,3.3619680294,10.8620394319,d,a,CG,Unstressed,Voiced,Middle
49,0.0533285528,46.2237738212,622.1475955764,370.547444222,30.6328850269,1332.1408398478,d,a,CG,Unstressed,Voiced,Middle
50,0.0615527797,40.9697231628,653.4715976364,363.4138859233,31.1596096771,1504.0606994749,d,a,CG,Unstressed,Voiced,Middle
51,0.0662939296,37.5005525092,682.3017191946,704.6331336938,19.9845323786,517.4696518834,d,a,CG,Unstressed,Voiced,Middle
52,0.0561107958,35.895070077,964.6101173334,2043.5405580339,8.3899027287,75.2479468561,d,a,CG,Unstressed,Voiced,Middle
53,0.0218312389,45.3678962757,862.1730065496,943.2275923283,15.0308716968,261.9944639918,d,a,CG,Unstressed,Voiced,Middle
54,0.0624452344,14.2091553425,1873.0242558092,4732.5114238093,3.5530223448,10.8130516808,d,a,CG,Unstressed,Voiced,Middle
55,0.0674213773,32.5373296554,1425.9805301652,1866.2995355002,6.4820978367,52.1648512751,d,a,CG,Unstressed,Voiced,Middle
56,0.0561963972,33.0336513822,1295.6328038595,1790.9625870345,7.0614713176,60.1874315481,d,a,CG,Unstressed,Voiced,Middle
57,0.0599134955,38.9659843588,593.0302960826,665.5630397738,19.8792339628,479.4364112529,d,a,CG,Unstressed,Voiced,Middle
58,0.0485410382,42.5263742181,598.1059330846,726.4673034782,17.6414138836,380.5989964578,d,a,CG,Unstressed,Voiced,Middle
59,0.0888978452,32.8305367779,946.2934210038,1371.1802544237,8.4194591468,86.2034691513,d,a,CG,Unstressed,Voiced,Middle
60,0.0481197781,39.8236123617,1206.2396443107,1756.7645940149,5.0218421401,30.6247913143,d,a,CG,Unstressed,Voiced,Middle
61,0.0548613434,40.9824433326,984.042856321,1380.5601985956,8.127880733,84.3156490976,d,a,CG,Unstressed,Voiced,Middle
62,0.0520470452,35.7894704954,528.8260689832,793.0740991296,18.1398864621,367.8190242166,d,a,CG,Unstressed,Voiced,Middle
63,0.0875339458,35.4013290028,862.5426516719,1625.4771849023,8.1903831178,74.3321624717,d,a,CG,Unstressed,Voiced,Middle
64,0.0449714171,30.6237533652,993.8139527801,1691.9925813712,9.3147067528,98.1679690747,d,a,CG,Unstressed,Voiced,Middle
65,0.0381187345,48.0151415889,601.4413546248,758.3009953334,16.8444877341,346.2508898413,d,a,CG,Unstressed,Voiced,Middle
66,0.0415230768,26.4173699311,1154.9345029709,2763.51675267,6.5628210738,41.9553844577,d,a,CG,Unstressed,Voiced,Middle
67,0.0427660193,21.4733774857,1594.1020748399,4025.8362362238,4.2925410096,16.8787994669,d,a,CG,Unstressed,Voiced,Middle
68,0.0535125215,20.2454738423,1017.32976861,2602.6716806223,6.8519662278,46.3377231645,d,a,CG,Unstressed,Voiced,Middle
69,0.042210545,33.4979262561,2747.6832356682,3836.8931999776,2.3159183517,5.0547249913,d,a,CG,Unstressed,Voiced,Middle
70,0.0673168822,24.848286545,1027.7282761954,2138.8316791914,7.9546189091,66.9326829687,d,a,CG,Unstressed,Voiced,Middle
71,0.0818527089,25.7782254136,1495.7818794649,3031.5954674404,4.1490877281,17.6929217229,d,a,CG,Unstressed,Voiced,Middle
72,0.0496626998,49.9478904408,604.2915165974,644.2464240835,21.0781513049,564.8672098202,d,a,CG,Unstressed,Voiced,Middle
73,0.0611296687,28.4928588987,3647.7582199215,6071.437650683,1.817004927,1.6794341197,d,a,CG,Unstressed,Voiced,Middle
74,0.05009168,31.7352206913,1312.7369336491,2883.7410467405,5.840781284,34.0461229517,d,a,CG,Unstressed,Voiced,Middle
75,0.0654689678,42.0547320457,861.338645536,1184.2016172362,10.9834359331,151.0013881076,d,a,CG,Unstressed,Voiced,Middle
76,0.051191629,43.1976133435,845.2843468978,1030.6971517043,11.6152853456,178.0342729094,d,a,CG,Unstressed,Voiced,Middle
77,0.0216491674,47.9169038387,970.1447373529,1766.8726307827,7.1488570104,59.9708224283,d,a,CG,Unstressed,Voiced,Middle
78,0.0456754781,48.6086730668,828.3829278141,850.4652685754,12.4058050777,191.4394868831,d,a,CG,Unstressed,Voiced,Middle
79,0.0467753336,32.5154849712,3793.8943392901,4479.2849005268,1.4419909399,0.5173900093,g,a,CG,Unstressed,Voiced,Middle
80,0.038215641,36.95716363,3128.8363088834,4365.9479514571,1.7916892007,1.5476497329,g,a,CG,Unstressed,Voiced,Middle
81,0.03598046,39.2260187071,1931.8137987058,2953.962310727,3.1608306754,10.1335343657,g,a,CG,Unstressed,Voiced,Middle
82,0.0349185451,39.7791721575,1508.9619806928,2209.2909219063,4.3392870791,22.0436396801,g,a,CG,Unstressed,Voiced,Middle
83,0.0849050676,36.8236487812,9612.7934596635,2253.4942687112,-0.541832661,0.2775780808,g,a,CG,Unstressed,Voiced,Middle
84,0.0415203457,41.5857041167,1691.018411071,1697.9492300505,6.1707852884,45.2840149509,g,a,CG,Unstressed,Voiced,Middle
85,0.0496297014,31.856290039,1273.3816080868,1900.5513455811,5.8805884031,40.9608342005,g,a,CG,Unstressed,Voiced,Middle
86,0.0613441588,32.9363588285,1982.942175627,2776.2909639863,3.7179301469,15.7923230592,g,a,CG,Unstressed,Voiced,Middle
87,0.0538535057,47.1608864072,790.428868048,572.7851485139,14.280445678,375.5604575197,g,a,CG,Unstressed,Voiced,Middle
88,0.0610251736,46.6408462403,1247.2115337803,768.7219371522,10.4186175455,209.6906309993,g,a,CG,Unstressed,Voiced,Middle
89,0.0380818076,50.5298198141,877.3866806224,805.5860834152,10.4270549649,194.8359130102,g,a,CG,Unstressed,Voiced,Middle
90,0.0326730326,40.0055411033,699.1515901052,744.9949195614,18.0325886608,389.6624785178,g,a,CG,Unstressed,Voiced,Middle
91,0.0452904023,26.3103668383,1976.9475913925,2878.0556901894,5.7958048222,32.7287780406,g,a,CG,Unstressed,Voiced,Middle
92,0.0404781252,27.8996775674,1913.8307733171,3828.3394290519,4.4182079717,18.1359203399,g,a,CG,Unstressed,Voiced,Middle
93,0.0480787732,42.220235377,1099.5073358222,857.9876079567,12.8840507341,194.9893798513,g,a,CG,Unstressed,Voiced,Middle
94,0.0406541171,37.5702820522,2007.051943772,3293.6218466516,3.0906736747,8.892303175,g,a,CG,Unstressed,Voiced,Middle
95,0.0406541171,44.4229182987,688.832598413,995.4793124285,14.7180004714,258.3700102781,g,a,CG,Unstressed,Voiced,Middle
96,0.0494537095,41.3560624551,612.4816459042,709.228685515,17.7241203261,397.6191856896,g,a,CG,Unstressed,Voiced,Middle
97,0.0439801535,37.2622244733,793.6086472387,1010.087998266,9.6454603779,128.671929613,g,a,CG,Unstressed,Voiced,Middle
98,0.0273220985,45.1641243816,1463.6170657778,1237.0426411937,6.8604085892,68.8315315844,g,a,CG,Unstressed,Voiced,Middle
99,0.0530615424,47.623935946,2083.8340369051,3033.0173218426,2.9633822523,8.0778001435,g,a,CG,Unstressed,Voiced,Middle
100,0.0413446905,53.6852586854,960.8749978162,1418.3071893587,7.4136775046,69.8971700318,g,a,CG,Unstressed,Voiced,Middle
101,0.0333409524,36.0578574726,1423.2083380732,1872.449026393,6.3745595119,46.3002747656,g,a,CG,Unstressed,Voiced,Middle
102,0.0417980641,39.1448666208,1193.3583668552,2437.4785399737,5.1902816995,28.4932796702,g,a,CG,Unstressed,Voiced,Middle
103,0.0280487009,46.0388573584,574.2382615722,704.2357801433,14.4493305349,306.6677386069,g,a,CG,Unstressed,Voiced,Middle
104,0.0275867223,45.2167023595,549.8529700756,571.5850525001,16.0858411698,410.726964144,g,a,CG,Unstressed,Voiced,Middle
105,0.0405874561,41.5065085453,834.4776183654,1349.7867759321,11.5684933146,148.9192616264,g,a,CG,Unstressed,Voiced,Middle
106,0.0508066469,44.958127952,864.7240908799,1429.240391516,9.2604894472,101.1911189558,g,a,CG,Unstressed,Voiced,Middle
107,0.0648969943,26.4264558262,1378.9003356347,3249.0260765417,4.8488097458,23.7089767284,g,a,CG,Unstressed,Voiced,Middle
108,0.0713261965,35.0109150781,1449.4433904327,3088.1787361272,3.608446211,11.8002565901,g,a,CG,Unstressed,Voiced,Middle
109,0.0431015037,27.8254217774,2449.9333933702,4682.8552870267,3.1234336176,8.5499083065,g,a,CG,Unstressed,Voiced,Middle
110,0.0366283035,30.696885052,1042.0264512121,2391.0749181534,5.5470114008,32.7533744609,g,a,CG,Unstressed,Voiced,Middle
111,0.0283786856,42.5727336281,945.0645065004,723.9209181191,15.9681527272,373.2089559714,g,a,CG,Unstressed,Voiced,Middle
112,0.0350388772,40.614345312,1130.7525216545,927.6011599267,13.74815517,270.4407648288,g,a,CG,Unstressed,Voiced,Middle
113,0.0353358634,36.3699284778,1203.243827481,1448.0059005989,9.7149055925,115.2587581064,g,a,CG,Unstressed,Voiced,Middle
114,0.040969361,39.2380935905,3109.2029664998,3814.0225198099,2.2800512654,4.1032454099,g,a,CG,Unstressed,Voiced,Middle
115,0.0801697869,48.0928078109,732.8704126346,486.8001841551,9.8353856956,279.7865640347,g,a,CG,Unstressed,Voiced,Middle
116,0.0506636535,46.1627816055,1572.2684303347,1232.7460253436,8.1094903219,92.8449625761,g,a,CG,Unstressed,Voiced,Middle
117,0.0428336624,46.5244915242,1563.3893391381,1633.2452976259,6.28899463,46.264422044,g,a,CG,Unstressed,Voiced,Middle
118,0.0274936756,45.961383268,1135.9240453365,1814.4107624657,5.1266278704,32.4490794381,g,a,CG,Unstressed,Voiced,Middle
119,0.0755335016,35.5821718858,1299.7297844871,2202.6648252543,4.2045338117,19.4633830154,g,i,CG,Unstressed,Voiced,Middle
120,0.0617731389,30.2864693777,1505.9714461106,2732.0590365705,3.4823593464,12.5363338981,g,i,CG,Unstressed,Voiced,Middle
121,0.0695112805,28.7027124769,3005.2445103988,3699.3875648262,1.767647644,2.45394991,g,i,CG,Unstressed,Voiced,Middle
122,0.0910097848,41.5672178415,2620.7513547246,1900.465532192,2.0766007368,9.2482889343,g,i,CG,Unstressed,Voiced,Middle
123,0.0496858212,22.012343437,5201.1637672208,4360.7468101993,2.6391901336,6.707054515,g,i,CG,Unstressed,Voiced,Middle
124,0.0317108765,45.0325512697,896.834015703,1344.0185556088,8.7171973384,93.452380191,g,i,CG,Unstressed,Voiced,Middle
125,0.0560809026,35.393565876,1100.1907428564,2489.5292174648,4.1713236221,17.399911207,g,i,CG,Unstressed,Voiced,Middle
126,0.0702867446,33.3631376212,2815.103319523,4351.9151572972,1.7307616174,1.6910258832,g,i,CG,Unstressed,Voiced,Middle
127,0.0525005684,38.4861051849,1085.1670382972,1426.5575801703,6.6576291407,73.8176971828,g,i,CG,Unstressed,Voiced,Middle
128,0.0701217523,31.3878521629,4285.6026441554,4525.0171292146,0.8758590607,-0.5626835788,g,i,CG,Unstressed,Voiced,Middle
129,0.0507015905,32.1179906453,972.8769919235,2121.2306166707,6.8363777517,52.114214543,g,i,CG,Unstressed,Voiced,Middle
130,0.0455646039,46.9904460757,550.0166272491,1132.3068406546,15.15112761,247.1661879522,g,i,CG,Unstressed,Voiced,Middle
131,0.0822761893,15.2164981117,942.2302459421,2696.7632825443,6.6412334828,43.6369084641,g,i,CG,Unstressed,Voiced,Middle
132,0.0848555699,25.5939159668,6380.8726740255,3021.5021029242,0.5774096572,1.5172328011,g,i,CG,Unstressed,Voiced,Middle
133,0.0682408394,38.6299730446,2641.3983473444,3836.8644860513,1.9003985592,2.0984239594,g,i,CG,Unstressed,Voiced,Middle
134,0.0532595333,36.3729245527,1139.2457990461,2157.1702869923,4.7091038355,23.2032074363,g,i,CG,Unstressed,Voiced,Middle
135,0.0506361548,44.8025516681,884.3020718522,1337.4899883344,7.2318687057,76.9550891258,g,i,CG,Unstressed,Voiced,Middle
136,0.0480457747,42.3109682914,723.4845957844,1040.0298282581,10.0667979673,142.8625972988,g,i,CG,Unstressed,Voiced,Middle
137,0.0550414507,36.9774345142,1043.7952045932,2182.2965513959,4.244348957,18.4999636183,g,i,CG,Unstressed,Voiced,Middle
138,0.0297729833,42.5971349152,3389.5534227876,4203.7580063953,1.1864282152,-0.0418135184,g,i,CG,Unstressed,Voiced,Middle
139,0.0568482667,40.9358343356,7927.9093983608,4548.0570521692,-0.4645533886,-1.1666626075,g,i,CG,Unstressed,Voiced,Middle
140,0.0571894567,37.7363093036,5507.8917987652,5172.7156562529,0.5026736339,-1.2660306424,g,i,CG,Unstressed,Voiced,Middle
141,0.0517251043,34.7112952023,1189.871029108,2722.2509296461,3.722872992,12.6017956085,g,i,CG,Unstressed,Voiced,Middle
142,0.0466268405,33.5371912879,2789.5701690266,4104.773969205,1.6770325143,1.7473465592,g,i,CG,Unstressed,Voiced,Middle
143,0.0415340763,35.5932849477,4333.2058148057,3948.4342258539,1.2740560012,1.8103493209,g,i,CG,Unstressed,Voiced,Middle
144,0.0538370065,36.8277145869,1600.4684850116,2858.0794140339,2.9279699096,8.103005833,g,i,CG,Unstressed,Voiced,Middle
145,0.0566363769,26.0181746056,7669.0640500839,5707.8738718976,-0.0552528323,-1.3539946378,g,i,CG,Unstressed,Voiced,Middle
146,0.0506691532,25.0027402259,2468.564250086,4008.5977514757,2.7460052694,7.9043173639,g,i,CG,Unstressed,Voiced,Middle
147,0.0273007356,53.3149435002,1097.8621301858,1361.4589153759,7.2897331953,71.4955506643,g,i,CG,Unstressed,Voiced,Middle
148,0.1162756146,43.8571658945,700.0102190609,1012.9591778074,9.3021716147,108.4760589732,g,i,CG,Unstressed,Voiced,Middle
149,0.0875339458,31.0398314307,970.4816686934,1996.7248672693,5.4937143299,32.077609335,g,i,CG,Unstressed,Voiced,Middle
150,0.0647650004,31.2506871935,2695.8080888275,4301.5136846995,1.684603619,1.3664425837,g,i,CG,Unstressed,Voiced,Middle
151,0.0378657462,40.0424769219,8238.0532048912,5357.4012503719,-0.3929790712,-1.3924331648,g,i,CG,Unstressed,Voiced,Middle
152,0.0644350157,28.5787038593,4542.5365471205,4457.8253707321,0.8970955745,-0.0823842363,g,i,CG,Unstressed,Voiced,Middle
153,0.0439649637,32.7366609186,1151.7876541693,2192.1172370371,4.7375077612,25.7239964985,g,i,CG,Unstressed,Voiced,Middle
154,0.0485902495,30.5141004071,1607.0887408722,2805.1604655924,3.4377545386,11.5531958094,g,i,CG,Unstressed,Voiced,Middle
155,0.029451136,36.9811763597,1659.3541409574,2251.5624442914,3.4110999561,14.9662271136,g,i,CG,Unstressed,Voiced,Middle
156,0.0577363259,35.9958658182,1109.6419572195,2053.689930224,4.3876174049,21.9593591031,g,i,CG,Unstressed,Voiced,Middle
157,0.0475177992,36.3217956993,2148.9998067137,3856.6179168125,2.1625501877,3.1161927937,g,i,CG,Unstressed,Voiced,Middle
158,0.0565923789,55.7521192252,966.120593429,1915.487106481,5.1295658332,27.7405803386,g,i,CG,Unstressed,Voiced,Middle
159,0.0733278232,53.6360086807,728.5683732662,1355.781388706,8.3324838865,78.3417255384,g,i,CG,Unstressed,Voiced,Middle
160,0.1040521542,43.7737945887,7492.2627151662,1996.4352110632,0.0502284139,1.2196888199,s,a,SMG,Stressed,Voiceless,Initial
161,0.0882779541,45.8340206102,6848.9588568943,1656.5408950873,0.8348926408,4.7695263024,s,a,SMG,Unstressed,Voiceless,Initial
162,0.1296373051,42.323389267,6961.3229695101,1749.13339207,0.5224962211,2.0218229034,s,a,SMG,Stressed,Voiceless,Initial
163,0.0915331822,43.974145573,7054.472502971,1779.7628894293,0.687607189,2.472167001,s,a,SMG,Unstressed,Voiceless,Initial
164,0.1254077355,42.5487173192,6900.4253100037,1622.9931729434,0.476738347,3.7612445446,s,a,SMG,Stressed,Voiceless,Initial
165,0.0857075059,40.7919241652,6765.053956893,1660.5991592648,0.6701199108,5.1623375808,s,a,SMG,Unstressed,Voiceless,Initial
166,0.1366893424,42.8368054499,7137.6925273779,1739.411292983,0.4570830709,2.1304124305,s,a,SMG,Stressed,Voiceless,Initial
167,0.0906044704,39.8409674632,6770.259609188,1603.6790667387,0.6000901769,4.5433224881,s,a,SMG,Unstressed,Voiceless,Initial
168,0.1276612077,43.7117626008,7414.0328717291,2005.9625193504,0.8056957839,3.6025977038,s,a,SMG,Stressed,Voiceless,Initial
169,0.0787957439,43.615543623,6996.4609466104,1713.9514078486,0.7275158621,3.3046725631,s,a,SMG,Unstressed,Voiceless,Initial
170,0.1129408919,41.7426292629,6836.0136446916,2264.0168999024,-0.4379294183,2.7206118467,s,a,SMG,Stressed,Voiceless,Initial
171,0.0851051438,35.491723599,6860.313709272,1863.4648774797,1.1366247508,7.073574709,s,a,SMG,Unstressed,Voiceless,Initial
172,0.1234664075,33.2911689288,6772.6433676934,1640.9688094395,0.8695132361,1.5212934662,s,a,SMG,Stressed,Voiceless,Initial
173,0.0996566246,34.8716030185,6774.3026682681,1694.6288814417,0.855006951,1.6545923257,s,a,SMG,Unstressed,Voiceless,Initial
174,0.1737021475,31.8191445303,5981.2572419257,1924.3041057008,0.9929893819,0.9393202058,s,a,SMG,Stressed,Voiceless,Initial
175,0.0927106843,32.1845190069,6376.5192859081,1933.1990588386,0.9141359961,3.6121049798,s,a,SMG,Unstressed,Voiceless,Initial
176,0.1513546485,35.9257383523,7212.7168477907,1373.5336455927,2.3025566089,13.5176132972,s,a,SMG,Stressed,Voiceless,Initial
177,0.1161191232,30.5398063049,7158.0024419362,1310.6969601691,1.3202105852,4.7995450554,s,a,SMG,Unstressed,Voiceless,Initial
178,0.1352687222,34.766137756,7191.6748771177,1207.0074656405,2.0664075474,14.5050073444,s,a,SMG,Stressed,Voiceless,Initial
179,0.0997643739,33.6832982282,7247.029918321,1245.7503562073,1.2394541081,6.1398939728,s,a,SMG,Unstressed,Voiceless,Initial
180,0.1213460317,38.8378430904,5807.8673608264,1793.6211214862,1.2920727895,4.1698463477,s,a,SMG,Stressed,Voiceless,Initial
181,0.0979186965,32.8770824929,5369.3951621536,1597.178982109,2.0091779484,8.233708103,s,a,SMG,Unstressed,Voiceless,Initial
182,0.0962590073,42.2640853286,5056.6292973679,969.9953911714,2.5932573198,15.9908053629,s,a,SMG,Stressed,Voiceless,Initial
183,0.0752747004,39.9277212845,6095.2614279713,1591.8322716397,1.3191037833,4.3300018494,s,a,SMG,Unstressed,Voiceless,Initial
184,0.1131878788,44.0678744729,5380.4606886436,1110.841646837,3.1482080589,16.7714468727,s,a,SMG,Stressed,Voiceless,Initial
185,0.0817895574,38.1932409616,5193.445104347,1327.0948534119,2.0919382947,8.5298081747,s,a,SMG,Unstressed,Voiceless,Initial
186,0.1154557823,43.3108287436,5479.4009131931,1369.1211695611,2.082599266,8.2340583589,s,a,SMG,Stressed,Voiceless,Initial
187,0.0855376408,37.6195305848,5752.8040634793,1532.1093505065,1.3122775247,4.1152944999,s,a,SMG,Unstressed,Voiceless,Initial
188,0.131713588,42.3212956712,6956.560746458,1605.1038818924,0.1956272828,3.784402947,s,a,SMG,Stressed,Voiceless,Initial
189,0.0848789172,41.5715554155,6516.3052907787,1879.7901280274,0.1653914914,0.7961632085,s,a,SMG,Unstressed,Voiceless,Initial
190,0.1186562221,40.0708267086,6314.0818462519,1725.0424676497,0.9950762549,1.6777055575,s,a,SMG,Stressed,Voiceless,Initial
191,0.0905833849,37.9899539106,5796.0150663148,1529.897583385,1.480729354,4.5486836533,s,a,SMG,Unstressed,Voiceless,Initial
192,0.1263223512,42.3629457079,7134.8618084699,1696.668505024,1.2084869527,6.4036825367,s,a,SMG,Stressed,Voiceless,Initial
193,0.1043716492,46.9821880647,7226.4451406208,1704.1481751958,1.5809696553,5.7859955279,s,a,SMG,Unstressed,Voiceless,Initial
194,0.168633193,37.8081870917,7001.3719925544,1858.5969479756,1.2539668384,3.9191952393,s,a,SMG,Stressed,Voiceless,Initial
195,0.106222135,42.8852147264,7234.2910208224,1925.3703535788,1.0799651625,4.0671863456,s,a,SMG,Unstressed,Voiceless,Initial
196,0.1296526755,42.2614875998,7795.5556097496,1457.2289210788,0.6976091217,3.563829883,s,a,SMG,Stressed,Voiceless,Initial
197,0.1050967282,36.7826985869,8057.4434871325,1837.180027395,0.1523398988,3.5112960937,s,a,SMG,Unstressed,Voiceless,Initial
198,0.1374232117,42.2800453718,7425.3358331483,1807.0639023418,1.0339714778,1.6625857098,s,a,SMG,Stressed,Voiceless,Initial
199,0.134430839,36.3018879028,7185.2903941104,1773.7708895406,0.6855448807,3.3456731067,s,a,SMG,Unstressed,Voiceless,Initial
200,0.1024315497,38.5499340774,8405.6743654905,2038.9456125293,-0.212573914,3.2147273705,s,a,SMG,Stressed,Voiceless,Initial
201,0.1089075721,39.0148894818,8184.3346747977,2366.7752573063,0.036688878,1.8491762252,s,a,SMG,Unstressed,Voiceless,Initial
202,0.1066219451,44.765418563,8341.3736695636,2282.9915730974,-0.0616446771,2.7941933905,s,a,SMG,Stressed,Voiceless,Initial
203,0.1093387891,42.8969496026,7956.8617894571,2059.6256697446,0.2441905998,2.4681301084,s,a,SMG,Unstressed,Voiceless,Initial
204,0.1161814402,47.3732668237,6621.3264751603,2611.9825965575,0.9811470033,2.8552084466,s,a,SMG,Stressed,Voiceless,Initial
205,0.0991026455,38.8425917782,5527.5574038736,2605.2367940938,0.6579031578,1.8798379815,s,a,SMG,Unstressed,Voiceless,Initial
206,0.1069128589,47.5322157569,6658.9995448947,2342.8906346334,0.8254715681,4.7673079646,s,a,SMG,Stressed,Voiceless,Initial
207,0.0890282585,42.2826374582,6541.8870967446,2318.2438914532,0.2423605659,3.7242783166,s,a,SMG,Unstressed,Voiceless,Initial
