"alice" "great_expectations"
"crying" 0.00735348187366718 0.00798939008996053
"dance" 0.0477976321788367 0.00213050402398948
"expect" 0 0.00905464210195527
"explain" 0.0367674093683359 0.00372838204198158
"extent" 0 0.00905464210195527
"fallen" 0.0147069637473344 0.0069241380779658
"finally" 0 0.00905464210195527
"finding" 0.0110302228105008 0.00745676408396316
"formed" 0 0.00905464210195527
"giv" 0 0.00905464210195527
"good-bye" 0.00367674093683359 0.0085220160959579
"halloa" 0 0.00905464210195527
"hammer" 0 0.00905464210195527
"hearing" 0.0147069637473344 0.0069241380779658
"impression" 0 0.00905464210195527
"knee" 0.018383704684168 0.00639151207196843
"leaned" 0 0.00905464210195527
"line" 0.00735348187366718 0.00798939008996053
"locked" 0.00367674093683359 0.0085220160959579
"looks" 0 0.00905464210195527
"marsh" 0 0.00905464210195527
"meantersay" 0 0.00905464210195527
"melancholy" 0.0220604456210015 0.00585888606597106
"mud" 0 0.00905464210195527
"objection" 0 0.00905464210195527
"parted" 0 0.00905464210195527
"pockets" 0 0.00905464210195527
"position" 0.00735348187366718 0.00798939008996053
"possessed" 0 0.00905464210195527
"post" 0 0.00905464210195527
"power" 0 0.00905464210195527
"rain" 0 0.00905464210195527
"shore" 0.0110302228105008 0.00745676408396316
"smoking" 0.00735348187366718 0.00798939008996053
"somehow" 0.00367674093683359 0.0085220160959579
"steamer" 0 0.00905464210195527
"terms" 0.00367674093683359 0.0085220160959579
"thrown" 0.00367674093683359 0.0085220160959579
"to-night" 0.00367674093683359 0.0085220160959579
"unknown" 0 0.00905464210195527
"unless" 0.00735348187366718 0.00798939008996053
"worst" 0 0.00905464210195527
"yours" 0.0110302228105008 0.00745676408396316
"agreeable" 0 0.0085220160959579
"anxiously" 0.0514743731156703 0.00106525201199474
"bent" 0.00367674093683359 0.00798939008996053
"birds" 0.0367674093683359 0.00319575603598421
"box" 0.0147069637473344 0.00639151207196843
"britain" 0 0.0085220160959579
"chin" 0.0257371865578351 0.00479363405397632
"comfortable" 0.00367674093683359 0.00798939008996053
"confusion" 0.018383704684168 0.00585888606597106
"died" 0.00367674093683359 0.00798939008996053
"distant" 0.00735348187366718 0.00745676408396316
"dog" 0.0110302228105008 0.0069241380779658
"drank" 0 0.0085220160959579
"ears" 0.018383704684168 0.00585888606597106
"fancied" 0.00735348187366718 0.00745676408396316
"fit" 0.0110302228105008 0.0069241380779658
"flat" 0.00735348187366718 0.00745676408396316
"forget" 0.00735348187366718 0.00745676408396316
"ghost" 0 0.0085220160959579
"grateful" 0 0.0085220160959579
"habit" 0 0.0085220160959579
"hall" 0.0330906684315023 0.00372838204198158
"horses" 0 0.0085220160959579
"hung" 0.00367674093683359 0.00798939008996053
"husband" 0 0.0085220160959579
"informed" 0 0.0085220160959579
"leaving" 0.00367674093683359 0.00798939008996053
"met" 0.0110302228105008 0.0069241380779658
"mill" 0 0.0085220160959579
"moving" 0.0110302228105008 0.0069241380779658
"pause" 0.00735348187366718 0.00745676408396316
"pig" 0.0294139274946687 0.00426100804797895
"poker" 0.00367674093683359 0.00798939008996053
"pool" 0.0404441503051695 0.00266313002998684
"pounds" 0.00367674093683359 0.00798939008996053
"real" 0.0110302228105008 0.0069241380779658
"resumed" 0 0.0085220160959579
"ring" 0.00735348187366718 0.00745676408396316
"rise" 0.00367674093683359 0.00798939008996053
"seated" 0.00367674093683359 0.00798939008996053
"sky" 0.0147069637473344 0.00639151207196843
"spirit" 0 0.0085220160959579
"stone" 0 0.0085220160959579
"supper" 0 0.0085220160959579
"uncomfortable" 0.0147069637473344 0.00639151207196843
"watched" 0.00735348187366718 0.00745676408396316
"wet" 0.00735348187366718 0.00745676408396316
"writing" 0.0147069637473344 0.00639151207196843
"yesterday" 0.0110302228105008 0.0069241380779658
"amazement" 0 0.00798939008996053
"around" 0.0110302228105008 0.00639151207196843
"broke" 0.00735348187366718 0.0069241380779658
"burning" 0.00367674093683359 0.00745676408396316
"burnt" 0.00367674093683359 0.00745676408396316
"busy" 0.00735348187366718 0.0069241380779658
"cats" 0.0477976321788367 0.00106525201199474
"clean" 0.00367674093683359 0.00745676408396316
"confused" 0.0147069637473344 0.00585888606597106
"consideration" 0 0.00798939008996053
"darkness" 0.00367674093683359 0.00745676408396316
"daylight" 0 0.00798939008996053
"disagreeable" 0 0.00798939008996053
"drinking" 0.00367674093683359 0.00745676408396316
"drop" 0.00367674093683359 0.00745676408396316
"dust" 0 0.00798939008996053
"elbow" 0.0110302228105008 0.00639151207196843
"evidently" 0.00367674093683359 0.00745676408396316
"exceedingly" 0 0.00798939008996053
"excuse" 0 0.00798939008996053
"express" 0 0.00798939008996053
"expressed" 0 0.00798939008996053
"forefinger" 0 0.00798939008996053
"former" 0 0.00798939008996053
"fully" 0 0.00798939008996053
"galley" 0 0.00798939008996053
"grass" 0.0147069637473344 0.00585888606597106
"great-aunt" 0 0.00798939008996053
"greatly" 0 0.00798939008996053
"grew" 0.00367674093683359 0.00745676408396316
"ha" 0 0.00798939008996053
"handed" 0.0110302228105008 0.00639151207196843
"influence" 0 0.00798939008996053
"knees" 0 0.00798939008996053
"laying" 0 0.00798939008996053
"lead" 0 0.00798939008996053
"leaning" 0.00735348187366718 0.0069241380779658
"manage" 0.0257371865578351 0.00426100804797895
"mark" 0.0110302228105008 0.00639151207196843
"months" 0 0.00798939008996053
"names" 0.00735348187366718 0.0069241380779658
"need" 0 0.00798939008996053
"notes" 0 0.00798939008996053
"party" 0.0294139274946687 0.00372838204198158
"portable" 0 0.00798939008996053
"pound" 0 0.00798939008996053
"pray" 0.0110302228105008 0.00639151207196843
"presence" 0 0.00798939008996053
"puzzled" 0.0330906684315023 0.00319575603598421
"remarkable" 0.00735348187366718 0.0069241380779658
"satisfaction" 0 0.00798939008996053
"school" 0.018383704684168 0.00532626005997369
"settle" 0.00367674093683359 0.00745676408396316
"shown" 0 0.00798939008996053
"sides" 0.0147069637473344 0.00585888606597106
"sleeve" 0 0.00798939008996053
"slight" 0 0.00798939008996053
"smiling" 0.00735348187366718 0.0069241380779658
"spread" 0.0110302228105008 0.00639151207196843
"stared" 0 0.00798939008996053
"struggle" 0 0.00798939008996053
"trade" 0 0.00798939008996053
"tumbling" 0.00735348187366718 0.0069241380779658
"various" 0.00367674093683359 0.00745676408396316
"violent" 0.00735348187366718 0.0069241380779658
"visit" 0.00367674093683359 0.00745676408396316
"whisper" 0.0110302228105008 0.00639151207196843
"william" 0.0294139274946687 0.00372838204198158
"wonderful" 0.00735348187366718 0.0069241380779658
"youth" 0.0220604456210015 0.00479363405397632
"affection" 0 0.00745676408396316
"battery" 0 0.00745676408396316
"beg" 0.0294139274946687 0.00319575603598421
"belief" 0 0.00745676408396316
"bundle" 0 0.00745676408396316
"burst" 0.00367674093683359 0.0069241380779658
"cast" 0 0.00745676408396316
"clem" 0 0.00745676408396316
"creatures" 0.0367674093683359 0.00213050402398948
"decided" 0.0110302228105008 0.00585888606597106
"deeply" 0.0147069637473344 0.00532626005997369
"degrees" 0 0.00745676408396316
"dinah" 0.0514743731156703 0
"dreadfully" 0.0220604456210015 0.00426100804797895
"ear" 0.0220604456210015 0.00426100804797895
"ee" 0 0.00745676408396316
"empty" 0.00367674093683359 0.0069241380779658
"escape" 0.0147069637473344 0.00532626005997369
"fair" 0.00367674093683359 0.0069241380779658
"favor" 0 0.00745676408396316
"filled" 0.0110302228105008 0.00585888606597106
"following" 0 0.00745676408396316
"forehead" 0.00735348187366718 0.00639151207196843
"forth" 0 0.00745676408396316
"glance" 0 0.00745676408396316
"gray" 0 0.00745676408396316
"growled" 0.00367674093683359 0.0069241380779658
"happen" 0.0294139274946687 0.00319575603598421
"haven" 0.0294139274946687 0.00319575603598421
"hearts" 0.0294139274946687 0.00319575603598421
"heavily" 0 0.00745676408396316
"hers" 0.0147069637473344 0.00532626005997369
"history" 0.0257371865578351 0.00372838204198158
"honest" 0.00367674093683359 0.0069241380779658
"human" 0 0.00745676408396316
"lessons" 0.0367674093683359 0.00213050402398948
"liberty" 0 0.00745676408396316
"lie" 0.00735348187366718 0.00639151207196843
"moments" 0 0.00745676408396316
"mysterious" 0 0.00745676408396316
"neighborhood" 0 0.00745676408396316
"nice" 0.0220604456210015 0.00426100804797895
"odd" 0.00367674093683359 0.0069241380779658
"pardon" 0.0220604456210015 0.00426100804797895
"pen" 0 0.00745676408396316
"placed" 0.00367674093683359 0.0069241380779658
"pond" 0 0.00745676408396316
"prepared" 0 0.00745676408396316
"pretended" 0 0.00745676408396316
"prisoner" 0.00735348187366718 0.00639151207196843
"probably" 0 0.00745676408396316
"pushed" 0 0.00745676408396316
"quarter" 0 0.00745676408396316
"queer" 0.0367674093683359 0.00213050402398948
"recognized" 0 0.00745676408396316
"reference" 0 0.00745676408396316
"regular" 0.00735348187366718 0.00639151207196843
"relations" 0 0.00745676408396316
"remembered" 0.018383704684168 0.00479363405397632
"richmond" 0 0.00745676408396316
"size" 0.0477976321788367 0.000532626005997369
"slate" 0.0110302228105008 0.00585888606597106
"softly" 0.00367674093683359 0.0069241380779658
"sooner" 0.00735348187366718 0.00639151207196843
"speech" 0.0110302228105008 0.00585888606597106
"streets" 0 0.00745676408396316
"striking" 0 0.00745676408396316
"suspected" 0 0.00745676408396316
"taught" 0.0147069637473344 0.00532626005997369
"teeth" 0.00367674093683359 0.0069241380779658
"tied" 0.00367674093683359 0.0069241380779658
"trees" 0.0257371865578351 0.00372838204198158
"trust" 0 0.00745676408396316
"understanding" 0 0.00745676408396316
"utmost" 0 0.00745676408396316
"warm" 0 0.00745676408396316
"warning" 0.00367674093683359 0.0069241380779658
"watching" 0.0110302228105008 0.00585888606597106
"whispered" 0.018383704684168 0.00479363405397632
"wondered" 0.00367674093683359 0.0069241380779658
"wood" 0.0294139274946687 0.00319575603598421
"worn" 0 0.00745676408396316
"acquainted" 0 0.0069241380779658
"addressed" 0.00735348187366718 0.00585888606597106
"addressing" 0.00367674093683359 0.00639151207196843
"admiration" 0 0.0069241380779658
"angrily" 0.0330906684315023 0.00213050402398948
"apart" 0 0.0069241380779658
"begged" 0.00367674093683359 0.00639151207196843
"benefactor" 0 0.0069241380779658
"bentley" 0 0.0069241380779658
"birthday" 0.00367674093683359 0.00639151207196843
"bosom" 0 0.0069241380779658
"brown" 0.00735348187366718 0.00585888606597106
"comfort" 0.00367674093683359 0.00639151207196843
"comrade" 0 0.0069241380779658
"concerning" 0 0.0069241380779658
"convinced" 0 0.0069241380779658
"derived" 0 0.0069241380779658
"dine" 0 0.0069241380779658
"dish" 0.0147069637473344 0.00479363405397632
"dodo" 0.0477976321788367 0
"doors" 0.00735348187366718 0.00585888606597106
"draw" 0.0257371865578351 0.00319575603598421
"dream" 0.0257371865578351 0.00319575603598421
"during" 0 0.0069241380779658
"duty" 0 0.0069241380779658
"eating" 0.00367674093683359 0.00639151207196843
"equally" 0 0.0069241380779658
"experience" 0 0.0069241380779658
"fifty" 0 0.0069241380779658
"fortunes" 0 0.0069241380779658
"glanced" 0.00367674093683359 0.00639151207196843
"glancing" 0 0.0069241380779658
"hammersmith" 0 0.0069241380779658
"height" 0.018383704684168 0.00426100804797895
"innocent" 0 0.0069241380779658
"jane" 0 0.0069241380779658
"joined" 0.0110302228105008 0.00532626005997369
"knife" 0.00735348187366718 0.00585888606597106
"knowed" 0 0.0069241380779658
"lamp" 0 0.0069241380779658
"later" 0.0110302228105008 0.00532626005997369
"learn" 0.0257371865578351 0.00319575603598421
"learnt" 0.00735348187366718 0.00585888606597106
"lies" 0 0.0069241380779658
"lifted" 0.00367674093683359 0.00639151207196843
"likewise" 0 0.0069241380779658
"listen" 0.0257371865578351 0.00319575603598421
"lower" 0.00367674093683359 0.00639151207196843
"match" 0 0.0069241380779658
"meet" 0.00735348187366718 0.00585888606597106
"nervous" 0.018383704684168 0.00426100804797895
"newgate" 0 0.0069241380779658
"nod" 0 0.0069241380779658
"nodding" 0 0.0069241380779658
"occasionally" 0.00367674093683359 0.00639151207196843
"patron" 0 0.0069241380779658
"pepper" 0.0257371865578351 0.00319575603598421
"picked" 0.0110302228105008 0.00532626005997369
"pieces" 0.0110302228105008 0.00532626005997369
"plain" 0 0.0069241380779658
"pointing" 0.0147069637473344 0.00479363405397632
"pork" 0 0.0069241380779658
"post-office" 0 0.0069241380779658
"ragged" 0 0.0069241380779658
"regarded" 0 0.0069241380779658
"reminded" 0 0.0069241380779658
"rid" 0 0.0069241380779658
"serious" 0 0.0069241380779658
"shining" 0.00367674093683359 0.00639151207196843
"sign" 0.00367674093683359 0.00639151207196843
"softened" 0 0.0069241380779658
"solemnly" 0.0147069637473344 0.00479363405397632
"solitary" 0 0.0069241380779658
"spare" 0 0.0069241380779658
"thoughtfully" 0.0147069637473344 0.00479363405397632
"timidly" 0.0330906684315023 0.00213050402398948
"women" 0 0.0069241380779658
"admission" 0 0.00639151207196843
"adopted" 0 0.00639151207196843
"advice" 0.00735348187366718 0.00532626005997369
"alive" 0.0110302228105008 0.00479363405397632
"allowed" 0 0.00639151207196843
"anywhere" 0.00367674093683359 0.00585888606597106
"aside" 0 0.00639151207196843
"ate" 0.00367674093683359 0.00585888606597106
"beauty" 0 0.00639151207196843
"breathing" 0 0.00639151207196843
"broad" 0 0.00639151207196843
"catch" 0.0147069637473344 0.00426100804797895
"cheerful" 0 0.00639151207196843
"city" 0 0.00639151207196843
"client" 0 0.00639151207196843
"conscience" 0 0.00639151207196843
"constant" 0.00735348187366718 0.00532626005997369
"conviction" 0 0.00639151207196843
"courtyard" 0 0.00639151207196843
"curiosity" 0.018383704684168 0.00372838204198158
"demanded" 0 0.00639151207196843
"die" 0.00367674093683359 0.00585888606597106
"difference" 0 0.00639151207196843
"directed" 0.00735348187366718 0.00532626005997369
"dirty" 0 0.00639151207196843
"distinctly" 0 0.00639151207196843
"dozen" 0 0.00639151207196843
"england" 0.00367674093683359 0.00585888606597106
"established" 0 0.00639151207196843
"flowers" 0.00735348187366718 0.00532626005997369
"frightened" 0.0257371865578351 0.00266313002998684
"generally" 0.0257371865578351 0.00266313002998684
"georgiana" 0 0.00639151207196843
"guilty" 0 0.00639151207196843
"heaven" 0 0.00639151207196843
"hint" 0.00735348187366718 0.00532626005997369
"hinted" 0 0.00639151207196843
"hit" 0.00735348187366718 0.00532626005997369
"housekeeper" 0 0.00639151207196843
"hulks" 0 0.00639151207196843
"inside" 0.00735348187366718 0.00532626005997369
"invited" 0.00735348187366718 0.00532626005997369
"isn" 0.0257371865578351 0.00266313002998684
"jail" 0 0.00639151207196843
"join" 0.0330906684315023 0.00159787801799211
"justice" 0.00367674093683359 0.00585888606597106
"laugh" 0.00367674093683359 0.00585888606597106
"lives" 0.0147069637473344 0.00426100804797895
"lonely" 0.00735348187366718 0.00532626005997369
"loss" 0 0.00639151207196843
"loud" 0.0220604456210015 0.00319575603598421
"manners" 0.00367674093683359 0.00585888606597106
"mentioning" 0 0.00639151207196843
"mike" 0 0.00639151207196843
"moon" 0.00367674093683359 0.00585888606597106
"moral" 0.0294139274946687 0.00213050402398948
"nonsense" 0.0257371865578351 0.00266313002998684
"offended" 0.0367674093683359 0.00106525201199474
"offer" 0.00735348187366718 0.00532626005997369
"outer" 0 0.00639151207196843
"parting" 0 0.00639151207196843
"pay" 0 0.00639151207196843
"pigeon" 0.0441208912420031 0
"plan" 0.0147069637473344 0.00426100804797895
"pocket-handkerchief" 0 0.00639151207196843
"premises" 0 0.00639151207196843
"pulling" 0.00367674093683359 0.00585888606597106
"reasons" 0.00367674093683359 0.00585888606597106
"remain" 0.00367674093683359 0.00585888606597106
"repeat" 0.0257371865578351 0.00266313002998684
"respect" 0.00367674093683359 0.00585888606597106
"ridiculous" 0.00367674093683359 0.00585888606597106
"served" 0 0.00639151207196843
"somewhere" 0.0110302228105008 0.00479363405397632
"sounded" 0.018383704684168 0.00372838204198158
"south" 0 0.00639151207196843
"spite" 0.00367674093683359 0.00585888606597106
"steady" 0.00367674093683359 0.00585888606597106
"stones" 0 0.00639151207196843
"strongly" 0 0.00639151207196843
"stuck" 0 0.00639151207196843
"stupid" 0.0220604456210015 0.00319575603598421
"succeeded" 0.0110302228105008 0.00479363405397632
"sum" 0 0.00639151207196843
"summer" 0.00735348187366718 0.00532626005997369
"swore" 0 0.00639151207196843
"telling" 0.00735348187366718 0.00532626005997369
"throw" 0.0110302228105008 0.00479363405397632
"tongue" 0.0147069637473344 0.00426100804797895
"uneasy" 0.00367674093683359 0.00585888606597106
"watchman" 0 0.00639151207196843
"accident" 0.00735348187366718 0.00479363405397632
"actually" 0.00367674093683359 0.00532626005997369
"add" 0 0.00585888606597106
"address" 0 0.00585888606597106
"appointed" 0 0.00585888606597106
"article" 0 0.00585888606597106
"assented" 0 0.00585888606597106
"assure" 0 0.00585888606597106
"attempt" 0.00367674093683359 0.00532626005997369
"attended" 0.00367674093683359 0.00532626005997369
"avenger" 0 0.00585888606597106
"bag" 0.00367674093683359 0.00532626005997369
"bars" 0 0.00585888606597106
"beast" 0.00367674093683359 0.00532626005997369
"bedroom" 0 0.00585888606597106
"bite" 0.00735348187366718 0.00479363405397632
"blind" 0 0.00585888606597106
"blown" 0.00367674093683359 0.00532626005997369
"born" 0 0.00585888606597106
"breaking" 0 0.00585888606597106
"bridal" 0 0.00585888606597106
"candles" 0 0.00585888606597106
"chaise-cart" 0 0.00585888606597106
"cloak" 0 0.00585888606597106
"cloth" 0 0.00585888606597106
"crown" 0.0110302228105008 0.00426100804797895
"debt" 0 0.00585888606597106
"delighted" 0.00735348187366718 0.00479363405397632
"desperate" 0.00367674093683359 0.00532626005997369
"dined" 0 0.00585888606597106
"discovery" 0 0.00585888606597106
"dogs" 0.0110302228105008 0.00426100804797895
"drawing" 0.00367674093683359 0.00532626005997369
"drove" 0 0.00585888606597106
"drunk" 0.00735348187366718 0.00479363405397632
"eagerly" 0.0294139274946687 0.00159787801799211
"eggs" 0.018383704684168 0.00319575603598421
"eh" 0.00367674093683359 0.00532626005997369
"entirely" 0.00735348187366718 0.00479363405397632
"establishment" 0 0.00585888606597106
"explained" 0.00367674093683359 0.00532626005997369
"explanation" 0.00735348187366718 0.00479363405397632
"expressive" 0 0.00585888606597106
"eyebrows" 0 0.00585888606597106
"footman" 0.0404441503051695 0
"forgive" 0 0.00585888606597106
"fresh" 0 0.00585888606597106
"gates" 0 0.00585888606597106
"grove" 0 0.00585888606597106
"gun" 0 0.00585888606597106
"heartily" 0 0.00585888606597106
"ignorant" 0.00367674093683359 0.00532626005997369
"imparted" 0 0.00585888606597106
"impatient" 0.00367674093683359 0.00532626005997369
"inquiry" 0 0.00585888606597106
"intended" 0 0.00585888606597106
"interesting" 0.018383704684168 0.00319575603598421
"john" 0 0.00585888606597106
"kiss" 0.00367674093683359 0.00532626005997369
"law" 0.00735348187366718 0.00479363405397632
"learning" 0.00735348187366718 0.00479363405397632
"lift" 0 0.00585888606597106
"lights" 0 0.00585888606597106
"listening" 0.0110302228105008 0.00426100804797895
"lose" 0.00367674093683359 0.00532626005997369
"marked" 0.0220604456210015 0.00266313002998684
"marry" 0 0.00585888606597106
"meat" 0.00367674093683359 0.00532626005997369
"memory" 0.00367674093683359 0.00532626005997369
"movement" 0 0.00585888606597106
"naturally" 0 0.00585888606597106
"nigh" 0 0.00585888606597106
"oars" 0 0.00585888606597106
"persisted" 0.00735348187366718 0.00479363405397632
"plainly" 0.00367674093683359 0.00532626005997369
"plate" 0.0110302228105008 0.00426100804797895
"pleaded" 0.0110302228105008 0.00426100804797895
"possession" 0 0.00585888606597106
"preparation" 0 0.00585888606597106
"pride" 0 0.00585888606597106
"produced" 0.00367674093683359 0.00532626005997369
"pull" 0 0.00585888606597106
"purse" 0 0.00585888606597106
"quick" 0.00735348187366718 0.00479363405397632
"recalled" 0 0.00585888606597106
"recovered" 0.00735348187366718 0.00479363405397632
"reflected" 0 0.00585888606597106
"relation" 0 0.00585888606597106
"ride" 0 0.00585888606597106
"roll" 0 0.00585888606597106
"row" 0.00735348187366718 0.00479363405397632
"satisfied" 0 0.00585888606597106
"seat" 0 0.00585888606597106
"sensation" 0.00735348187366718 0.00479363405397632
"sentence" 0.0220604456210015 0.00266313002998684
"shilling" 0.00367674093683359 0.00532626005997369
"shouted" 0.0330906684315023 0.00106525201199474
"simply" 0.0110302228105008 0.00426100804797895
"slow" 0 0.00585888606597106
"smell" 0 0.00585888606597106
"song" 0.0257371865578351 0.00213050402398948
"sorts" 0.0110302228105008 0.00426100804797895
"stars" 0 0.00585888606597106
"stretched" 0.00735348187366718 0.00479363405397632
"suffered" 0 0.00585888606597106
"suspicious" 0 0.00585888606597106
"taste" 0.00735348187366718 0.00479363405397632
"tenderness" 0 0.00585888606597106
"throughout" 0 0.00585888606597106
"tight" 0.00367674093683359 0.00532626005997369
"treated" 0.00367674093683359 0.00532626005997369
"trembling" 0.0220604456210015 0.00266313002998684
"troubled" 0 0.00585888606597106
"tumbled" 0.00367674093683359 0.00532626005997369
"twelve" 0.0147069637473344 0.00372838204198158
"ugly" 0.00735348187366718 0.00479363405397632
"wandering" 0.00735348187366718 0.00479363405397632
"waving" 0.018383704684168 0.00319575603598421
"wear" 0 0.00585888606597106
"weather" 0 0.00585888606597106
"welcome" 0.00367674093683359 0.00532626005997369
"wi" 0 0.00585888606597106
"abroad" 0 0.00532626005997369
"act" 0.00367674093683359 0.00479363405397632
"agreed" 0 0.00532626005997369
"apron" 0 0.00532626005997369
"arose" 0 0.00532626005997369
"arrival" 0 0.00532626005997369
"ashore" 0 0.00532626005997369
"authority" 0.00735348187366718 0.00426100804797895
"bar" 0 0.00532626005997369
"bare" 0 0.00532626005997369
"beating" 0.00735348187366718 0.00426100804797895
"bird" 0.00735348187366718 0.00426100804797895
"blame" 0.00367674093683359 0.00479363405397632
"books" 0.00367674093683359 0.00479363405397632
"cap" 0 0.00532626005997369
"carrying" 0.00735348187366718 0.00426100804797895
"catching" 0.00735348187366718 0.00426100804797895
"caution" 0 0.00532626005997369
"chest" 0 0.00532626005997369
"christmas" 0.00367674093683359 0.00479363405397632
"clarriker" 0 0.00532626005997369
"committed" 0 0.00532626005997369
"complete" 0 0.00532626005997369
"compliments" 0 0.00532626005997369
"contempt" 0.00367674093683359 0.00479363405397632
"cool" 0.00735348187366718 0.00426100804797895
"credit" 0 0.00532626005997369
"crowd" 0.0147069637473344 0.00319575603598421
"cutting" 0.00367674093683359 0.00479363405397632
"damp" 0 0.00532626005997369
"decidedly" 0.0147069637473344 0.00319575603598421
"deny" 0.00735348187366718 0.00426100804797895
"dignity" 0 0.00532626005997369
"disposed" 0 0.00532626005997369
"disturbed" 0 0.00532626005997369
"downstairs" 0 0.00532626005997369
"dressing-table" 0 0.00532626005997369
"drive" 0.00735348187366718 0.00426100804797895
"dropping" 0.00367674093683359 0.00479363405397632
"earliest" 0 0.00532626005997369
"ease" 0 0.00532626005997369
"east" 0 0.00532626005997369
"effort" 0 0.00532626005997369
"extremely" 0.00735348187366718 0.00426100804797895
"familiar" 0 0.00532626005997369
"fan" 0.0367674093683359 0
"fat" 0.00367674093683359 0.00479363405397632
"fierce" 0 0.00532626005997369
"finish" 0.018383704684168 0.00266313002998684
"fish" 0.0147069637473344 0.00319575603598421
"fond" 0.0147069637473344 0.00319575603598421
"force" 0 0.00532626005997369
"forgot" 0.00735348187366718 0.00426100804797895
"friendly" 0 0.00532626005997369
"glasses" 0 0.00532626005997369
"gloomy" 0 0.00532626005997369
"gold" 0 0.00532626005997369
"gravely" 0.0110302228105008 0.00372838204198158
"gravy" 0.00367674093683359 0.00479363405397632
"hanged" 0 0.00532626005997369
"haunted" 0 0.00532626005997369
"houses" 0.00367674093683359 0.00479363405397632
"important" 0.0257371865578351 0.00159787801799211
"inches" 0.0220604456210015 0.00213050402398948
"individual" 0 0.00532626005997369
"injury" 0 0.00532626005997369
"j" 0 0.00532626005997369
"journey" 0.00367674093683359 0.00479363405397632
"lane" 0 0.00532626005997369
"larger" 0.0257371865578351 0.00159787801799211
"leaves" 0.0220604456210015 0.00213050402398948
"letters" 0.00367674093683359 0.00479363405397632
"local" 0 0.00532626005997369
"melted" 0 0.00532626005997369
"middle" 0.0257371865578351 0.00159787801799211
"month" 0.00735348187366718 0.00426100804797895
"neat" 0.00367674093683359 0.00479363405397632
"noble" 0 0.00532626005997369
"offered" 0 0.00532626005997369
"officer" 0.00367674093683359 0.00479363405397632
"older" 0.00735348187366718 0.00426100804797895
"orders" 0 0.00532626005997369
"painful" 0 0.00532626005997369
"pains" 0 0.00532626005997369
"plenty" 0.00735348187366718 0.00426100804797895
"politely" 0.0220604456210015 0.00213050402398948
"pressed" 0.0110302228105008 0.00372838204198158
"prisoners" 0 0.00532626005997369
"pudding" 0 0.00532626005997369
"pursuing" 0 0.00532626005997369
"quantity" 0 0.00532626005997369
"referred" 0 0.00532626005997369
"reflection" 0 0.00532626005997369
"removed" 0.00735348187366718 0.00426100804797895
"reputation" 0 0.00532626005997369
"respecting" 0 0.00532626005997369
"richard" 0 0.00532626005997369
"sadly" 0.018383704684168 0.00266313002998684
"satis" 0 0.00532626005997369
"separate" 0 0.00532626005997369
"serpent" 0.0330906684315023 0.000532626005997369
"shadow" 0 0.00532626005997369
"shoe" 0 0.00532626005997369
"showing" 0.00735348187366718 0.00426100804797895
"shrinking" 0.0147069637473344 0.00319575603598421
"signify" 0.00367674093683359 0.00479363405397632
"similar" 0 0.00532626005997369
"simple" 0.018383704684168 0.00266313002998684
"singular" 0 0.00532626005997369
"slouching" 0 0.00532626005997369
"sounds" 0.0147069637473344 0.00319575603598421
"steadily" 0 0.00532626005997369
"steps" 0 0.00532626005997369
"strike" 0 0.00532626005997369
"sulky" 0.0110302228105008 0.00372838204198158
"swear" 0 0.00532626005997369
"tail" 0.0330906684315023 0.000532626005997369
"third" 0 0.00532626005997369
"tickler" 0 0.00532626005997369
"tom" 0 0.00532626005997369
"touching" 0 0.00532626005997369
"triumph" 0 0.00532626005997369
"unable" 0.00367674093683359 0.00479363405397632
"usually" 0.00735348187366718 0.00426100804797895
"vain" 0 0.00532626005997369
"waldengarver" 0 0.00532626005997369
"wales" 0 0.00532626005997369
"walls" 0 0.00532626005997369
"wanting" 0 0.00532626005997369
"weakness" 0 0.00532626005997369
"weeks" 0.00367674093683359 0.00479363405397632
"yards" 0.00367674093683359 0.00479363405397632
"advance" 0.0110302228105008 0.00319575603598421
"alonger" 0 0.00479363405397632
"appear" 0.00735348187366718 0.00372838204198158
"arter" 0 0.00479363405397632
"articles" 0 0.00479363405397632
"beam" 0 0.00479363405397632
"bell" 0 0.00479363405397632
"bending" 0 0.00479363405397632
"betrayed" 0 0.00479363405397632
"bone" 0.00367674093683359 0.00426100804797895
"bought" 0 0.00479363405397632
"brightened" 0.00735348187366718 0.00372838204198158
"building" 0 0.00479363405397632
"buy" 0 0.00479363405397632
"casting" 0 0.00479363405397632
"changes" 0.00735348187366718 0.00372838204198158
"check" 0 0.00479363405397632
"checked" 0.0110302228105008 0.00319575603598421
"cheek" 0 0.00479363405397632
"chimney-piece" 0 0.00479363405397632
"choice" 0.00735348187366718 0.00372838204198158
"christian" 0 0.00479363405397632
"circumstance" 0 0.00479363405397632
"clearly" 0.00367674093683359 0.00426100804797895
"clink" 0 0.00479363405397632
"coach-office" 0 0.00479363405397632
"companion" 0 0.00479363405397632
"consciousness" 0 0.00479363405397632
"cries" 0.00367674093683359 0.00426100804797895
"degree" 0 0.00479363405397632
"delight" 0.0110302228105008 0.00319575603598421
"desire" 0 0.00479363405397632
"directions" 0.0110302228105008 0.00319575603598421
"disappeared" 0.00735348187366718 0.00372838204198158
"disappointed" 0 0.00479363405397632
"discovered" 0 0.00479363405397632
"ditch" 0 0.00479363405397632
"dying" 0 0.00479363405397632
"easier" 0 0.00479363405397632
